UK	2	3	4	4.5	5	5.5	6	6.5	7	8	9
SizeId	-100	-80	-60	-40	-20	0	20	40	60	80	100
Europe	35	36	37	37.5	38	38.5	39	39.5	40	41	42
US	4.5	5.5	6.5	7	7.5	8	8.5	9	9.5	10.5	11.5
Canada	4.5	5.5	6.5	7	7.5	8	8.5	9	9.5	10.5	11.5
Australia	4.5	5.5	6.5	7	7.5	8	8.5	9	9.5	10.5	11.5
Japan	21.5	22.5	23	23.5	24	24	24.5	25	25.5	26.5	27
FootLength	22	22.7	23.3	23.6	24.0	24.3	24.7	25.0	25.3	26.0	26.7

