sizeid	brand	region	gender	footlength	footwidth	size
-40	lange	KR	male	0.2700		270
-20	lange	KR	male	0.2750		275
0	lange	KR	male	0.2800		280
20	lange	KR	male	0.2850		285
40	lange	KR	male	0.2900		290
60	lange	KR	male	0.2950		295
80	lange	KR	male	0.3000		300
100	lange	KR	male	0.3050		305
120	lange	KR	male	0.3100		310
140	lange	KR	male	0.3150		315
-160	lange	NZ	male	0.2400		240
-140	lange	NZ	male	0.2450		245
-120	lange	NZ	male	0.2500		250
-100	lange	NZ	male	0.2550		255
-80	lange	NZ	male	0.2600		260
-60	lange	NZ	male	0.2650		265
-40	lange	NZ	male	0.2700		270
-20	lange	NZ	male	0.2750		275
0	lange	NZ	male	0.2800		280
20	lange	NZ	male	0.2850		285
40	lange	NZ	male	0.2900		290
60	lange	NZ	male	0.2950		295
80	lange	NZ	male	0.3000		300
100	lange	NZ	male	0.3050		305
120	lange	NZ	male	0.3100		310
140	lange	NZ	male	0.3150		315
-160	lange	AR	male	0.2400		240
-140	lange	AR	male	0.2450		245
-120	lange	AR	male	0.2500		250
-100	lange	AR	male	0.2550		255
-80	lange	AR	male	0.2600		260
-60	lange	AR	male	0.2650		265
-40	lange	AR	male	0.2700		270
-20	lange	AR	male	0.2750		275
0	lange	AR	male	0.2800		280
20	lange	AR	male	0.2850		285
40	lange	AR	male	0.2900		290
60	lange	AR	male	0.2950		295
80	lange	AR	male	0.3000		300
100	lange	AR	male	0.3050		305
120	lange	AR	male	0.3100		310
140	lange	AR	male	0.3150		315
-160	lange	AU	male	0.2400		240
-140	lange	AU	male	0.2450		245
-120	lange	AU	male	0.2500		250
-100	lange	AU	male	0.2550		255
-80	lange	AU	male	0.2600		260
-60	lange	AU	male	0.2650		265
-40	lange	AU	male	0.2700		270
-20	lange	AU	male	0.2750		275
0	lange	AU	male	0.2800		280
20	lange	AU	male	0.2850		285
40	lange	AU	male	0.2900		290
60	lange	AU	male	0.2950		295
80	lange	AU	male	0.3000		300
100	lange	AU	male	0.3050		305
120	lange	AU	male	0.3100		310
140	lange	AU	male	0.3150		315
-160	lange	GB	male	0.2400		240
-140	lange	GB	male	0.2450		245
-120	lange	GB	male	0.2500		250
-100	lange	GB	male	0.2550		255
-80	lange	GB	male	0.2600		260
-60	lange	GB	male	0.2650		265
-40	lange	GB	male	0.2700		270
-20	lange	GB	male	0.2750		275
0	lange	GB	male	0.2800		280
20	lange	GB	male	0.2850		285
40	lange	GB	male	0.2900		290
60	lange	GB	male	0.2950		295
80	lange	GB	male	0.3000		300
100	lange	GB	male	0.3050		305
120	lange	GB	male	0.3100		310
140	lange	GB	male	0.3150		315
-160	lange	CA	male	0.2400		240
-140	lange	CA	male	0.2450		245
-120	lange	CA	male	0.2500		250
-100	lange	CA	male	0.2550		255
-80	lange	CA	male	0.2600		260
-60	lange	CA	male	0.2650		265
-40	lange	CA	male	0.2700		270
-20	lange	CA	male	0.2750		275
0	lange	CA	male	0.2800		280
20	lange	CA	male	0.2850		285
40	lange	CA	male	0.2900		290
60	lange	CA	male	0.2950		295
80	lange	CA	male	0.3000		300
100	lange	CA	male	0.3050		305
120	lange	CA	male	0.3100		310
140	lange	CA	male	0.3150		315
-40	rossignol	AA	female	0.2350		23.5
-20	rossignol	AA	female	0.2450		24.5
0	rossignol	AA	female	0.2550		25.5
20	rossignol	AA	female	0.2650		26.5
40	rossignol	AA	female	0.2750		27.5
-40	rossignol	XA	female	0.2350		23.5
-20	rossignol	XA	female	0.2450		24.5
0	rossignol	XA	female	0.2550		25.5
20	rossignol	XA	female	0.2650		26.5
40	rossignol	XA	female	0.2750		27.5
-40	rossignol	US	female	0.2350		23.5
-20	rossignol	US	female	0.2450		24.5
0	rossignol	US	female	0.2550		25.5
20	rossignol	US	female	0.2650		26.5
40	rossignol	US	female	0.2750		27.5
-40	rossignol	AA	male	0.2550		25.5
-20	rossignol	AA	male	0.2650		26.5
0	rossignol	AA	male	0.2750		27.5
20	rossignol	AA	male	0.2850		28.5
40	rossignol	AA	male	0.2950		29.5
-40	rossignol	FR	male	0.2550		25.5
-20	rossignol	FR	male	0.2650		26.5
0	rossignol	FR	male	0.2750		27.5
20	rossignol	FR	male	0.2850		28.5
40	rossignol	FR	male	0.2950		29.5
-40	rossignol	DE	male	0.2550		25.5
-20	rossignol	DE	male	0.2650		26.5
0	rossignol	DE	male	0.2750		27.5
20	rossignol	DE	male	0.2850		28.5
40	rossignol	DE	male	0.2950		29.5
-40	rossignol	LB	male	0.2550		25.5
-20	rossignol	LB	male	0.2650		26.5
0	rossignol	LB	male	0.2750		27.5
20	rossignol	LB	male	0.2850		28.5
40	rossignol	LB	male	0.2950		29.5
-40	rossignol	CN	male	0.2550		25.5
-20	rossignol	CN	male	0.2650		26.5
0	rossignol	CN	male	0.2750		27.5
20	rossignol	CN	male	0.2850		28.5
40	rossignol	CN	male	0.2950		29.5
-40	rossignol	CL	male	0.2550		25.5
-20	rossignol	CL	male	0.2650		26.5
0	rossignol	CL	male	0.2750		27.5
20	rossignol	CL	male	0.2850		28.5
40	rossignol	CL	male	0.2950		29.5
-40	rossignol	XA	male	0.2550		25.5
-20	rossignol	XA	male	0.2650		26.5
0	rossignol	XA	male	0.2750		27.5
20	rossignol	XA	male	0.2850		28.5
40	rossignol	XA	male	0.2950		29.5
-40	rossignol	JP	male	0.2550		25.5
-20	rossignol	JP	male	0.2650		26.5
0	rossignol	JP	male	0.2750		27.5
20	rossignol	JP	male	0.2850		28.5
40	rossignol	JP	male	0.2950		29.5
-40	rossignol	IT	male	0.2550		25.5
-20	rossignol	IT	male	0.2650		26.5
0	rossignol	IT	male	0.2750		27.5
20	rossignol	IT	male	0.2850		28.5
40	rossignol	IT	male	0.2950		29.5
-40	rossignol	US	male	0.2550		25.5
-20	rossignol	US	male	0.2650		26.5
0	rossignol	US	male	0.2750		27.5
20	rossignol	US	male	0.2850		28.5
40	rossignol	US	male	0.2950		29.5
-40	rossignol	KR	male	0.2550		25.5
-20	rossignol	KR	male	0.2650		26.5
0	rossignol	KR	male	0.2750		27.5
20	rossignol	KR	male	0.2850		28.5
40	rossignol	KR	male	0.2950		29.5
-40	rossignol	NZ	male	0.2550		25.5
-20	rossignol	NZ	male	0.2650		26.5
0	rossignol	NZ	male	0.2750		27.5
20	rossignol	NZ	male	0.2850		28.5
40	rossignol	NZ	male	0.2950		29.5
-40	rossignol	CH	male	0.2550		25.5
-20	rossignol	CH	male	0.2650		26.5
0	rossignol	CH	male	0.2750		27.5
20	rossignol	CH	male	0.2850		28.5
40	rossignol	CH	male	0.2950		29.5
-40	rossignol	AU	male	0.2550		25.5
-20	rossignol	AU	male	0.2650		26.5
0	rossignol	AU	male	0.2750		27.5
20	rossignol	AU	male	0.2850		28.5
40	rossignol	AU	male	0.2950		29.5
-40	rossignol	GB	male	0.2550		25.5
-20	rossignol	GB	male	0.2650		26.5
0	rossignol	GB	male	0.2750		27.5
20	rossignol	GB	male	0.2850		28.5
40	rossignol	GB	male	0.2950		29.5
-40	rossignol	CA	male	0.2550		25.5
-20	rossignol	CA	male	0.2650		26.5
0	rossignol	CA	male	0.2750		27.5
20	rossignol	CA	male	0.2850		28.5
40	rossignol	CA	male	0.2950		29.5
-40	rossignol	AR	male	0.2550		25.5
-20	rossignol	AR	male	0.2650		26.5
0	rossignol	AR	male	0.2750		27.5
20	rossignol	AR	male	0.2850		28.5
40	rossignol	AR	male	0.2950		29.5
