sizeid	brand	region	gender	chest	neck	sleeve	torsolength	hips	waist	size
-80	fossil	uk	male	0.9144				0.9144	0.7112	34/S
-60	fossil	uk	male	0.9398				0.9398	0.7366	36/S
-40	fossil	uk	male	0.9652				0.9652	0.7620	38/M
-20	fossil	uk	male	0.9906				0.9906	0.7874	40/M
0	fossil	uk	male	1.0160				1.0160	0.8128	42/L
20	fossil	uk	male	1.0541				1.0414	0.8382	44/L
40	fossil	uk	male	1.1049				1.0668	0.8636	46/XL
60	fossil	uk	male	1.1176				1.1176	0.9144	48/XL
80	fossil	uk	male	1.1557				1.1684	0.9652	50/XL
-40	frenchconnection	australia	female	0.8400				0.9300	0.6700	6/XS
-20	frenchconnection	australia	female	0.8600				0.9500	0.7000	8/S
0	frenchconnection	australia	female	0.9000				0.9900	0.7400	10/M
20	frenchconnection	australia	female	0.9500				1.0400	0.7900	12/L
40	frenchconnection	australia	female	1.0000				1.0900	0.8400	14/XL
-40	frenchconnection	canada	female	0.8382				0.9271	0.6731	0,2/XS
-20	frenchconnection	canada	female	0.8636				0.9525	0.6985	4/S
0	frenchconnection	canada	female	0.9017				0.9906	0.7366	6,8/M
20	frenchconnection	canada	female	0.9525				1.0414	0.7874	10,12/L
-80	frenchconnection	uk	female	0.8100				0.9000	0.6500	6/XXS
-60	frenchconnection	uk	female	0.8400				0.9300	0.6700	8/XS
-40	frenchconnection	uk	female	0.8600				0.9500	0.7000	10/S
-20	frenchconnection	uk	female	0.9100				1.0000	0.7500	12/M
0	frenchconnection	uk	female	0.9600				1.0500	0.8000	14/L
20	frenchconnection	uk	female	1.0100				1.1000	0.8500	16/XL
40	frenchconnection	uk	female	1.0650				1.1500	0.9000	18/XXL
60	frenchconnection	uk	female	1.1200				1.2050	0.9500	20
-60	frenchconnection	us	female	0.7684				0.8572	0.6033	0/XXS
-40	frenchconnection	us	female	0.8001				0.9017	0.6477	2/XS
-20	frenchconnection	us	female	0.8255				0.9271	0.6731	4/S
0	frenchconnection	us	female	0.8509				0.9525	0.6985	6/M
20	frenchconnection	us	female	0.9017				1.0033	0.7493	8/M
40	frenchconnection	us	female	0.9525				1.0541	0.8001	10/L
60	frenchconnection	us	female	1.0033				1.1049	0.8509	12/L
-40	frenchconnection	australia	male	0.9700	0.3900				0.7600	S
-20	frenchconnection	australia	male	1.0200	0.4100				0.8100	M
0	frenchconnection	australia	male	1.0700	0.4200				0.8600	L
20	frenchconnection	australia	male	1.1200	0.4300				0.9100	XL
-60	frenchconnection	uk	male	0.9400	0.3850				0.7350	XS
-40	frenchconnection	uk	male	0.9700	0.3900				0.7600	S
-20	frenchconnection	uk	male	1.0200	0.4100				0.8100	M
0	frenchconnection	uk	male	1.0700	0.4200				0.8600	L
20	frenchconnection	uk	male	1.1200	0.4300				0.9100	XL
40	frenchconnection	uk	male	1.1700	0.4400				0.9600	XXL
-40	frenchconnection	us	male	0.8636	0.3874				0.7112	15.25/XS
-20	frenchconnection	us	male	0.9652	0.4128				0.8128	16.25/S
0	frenchconnection	us	male	1.0160	0.4255				0.8636	16.75/M
20	frenchconnection	us	male	1.0160	0.4255				0.8636	16.75/L
40	frenchconnection	us	male	1.0668	0.4381				0.9144	17.25/XL
-100	gap	europe	female	0.7750		0.6950				30/XXS
-80	gap	europe	female	0.8000		0.7100				32/XS
-60	gap	europe	female	0.8500		0.7500				34/XS
-40	gap	europe	female	0.8750		0.7600				36/S
-20	gap	europe	female	0.9000		0.7750				38/S
0	gap	europe	female	0.9250		0.7850				40/M
20	gap	europe	female	0.9500		0.8000				42/M
40	gap	europe	female	0.9850		0.8100				44/L
60	gap	europe	female	1.0250		0.8150				46/L
80	gap	europe	female	1.0650		0.8250				48/XL
-100	gap	us	female	0.7750		0.6950				00/XXS
-80	gap	us	female	0.8000		0.7100				0/XS
-60	gap	us	female	0.8500		0.7500				2/XS
-40	gap	us	female	0.8750		0.7600				4/S
-20	gap	us	female	0.9000		0.7750				6/S
0	gap	us	female	0.9250		0.7850				8/M
20	gap	us	female	0.9500		0.8000				10/M
40	gap	us	female	0.9850		0.8100				12/L
60	gap	us	female	1.0250		0.8150				14/L
80	gap	us	female	1.0650		0.8250				16/XL
-100	gap	uk	female	0.7750		0.6950				2/XXS
-80	gap	uk	female	0.8000		0.7100				4/XS
-60	gap	uk	female	0.8500		0.7500				6/XS
-40	gap	uk	female	0.8750		0.7600				8/S
-20	gap	uk	female	0.9000		0.7750				10/S
0	gap	uk	female	0.9250		0.7850				12/M
20	gap	uk	female	0.9500		0.8000				14/M
40	gap	uk	female	0.9850		0.8100				16/L
60	gap	uk	female	1.0250		0.8150				18/L
80	gap	uk	female	1.0650		0.8250				20/XL
-40	gap	us	male	0.8875	0.3450	0.8000	0.6725			XS
-20	gap	us	male	0.9400	0.3625	0.8250	0.6975			S
0	gap	us	male	1.0150	0.3850	0.8500	0.7225			M
20	gap	us	male	1.0900	0.4125	0.8750	0.7475			L
40	gap	us	male	1.1650	0.4375	0.9000	0.7725			XL
-40	gap	uk	male	0.8875	0.3450	0.8000	0.6725			XS
-20	gap	uk	male	0.9400	0.3625	0.8250	0.6975			S
0	gap	uk	male	1.0150	0.3850	0.8500	0.7225			M
20	gap	uk	male	1.0900	0.4125	0.8750	0.7475			L
40	gap	uk	male	1.1650	0.4375	0.9000	0.7725			XL
-120	george	europe	female	0.7750				0.8550	0.6150	34
-100	george	europe	female	0.8000				0.8800	0.6400	36
-80	george	europe	female	0.8500				0.9300	0.6900	38
-60	george	europe	female	0.9000				0.9800	0.7400	40
-40	george	europe	female	0.9500				1.0300	0.7900	42
-20	george	europe	female	1.0000				1.0800	0.8400	44
0	george	europe	female	1.0600				1.1400	0.9000	46
20	george	europe	female	1.1200				1.2000	0.9600	48
40	george	europe	female	1.1800				1.2600	1.0200	50
60	george	europe	female	1.2400				1.3200	1.0800	52
80	george	europe	female	1.3000				1.3800	1.1400	54
100	george	europe	female	1.3600				1.4400	1.2000	56
-120	george	uk	female	0.7750				0.8550	0.6150	6
-100	george	uk	female	0.8000				0.8800	0.6400	8
-80	george	uk	female	0.8500				0.9300	0.6900	10
-60	george	uk	female	0.9000				0.9800	0.7400	12
-40	george	uk	female	0.9500				1.0300	0.7900	14
-20	george	uk	female	1.0000				1.0800	0.8400	16
0	george	uk	female	1.0600				1.1400	0.9000	18
20	george	uk	female	1.1200				1.2000	0.9600	20
40	george	uk	female	1.1800				1.2600	1.0200	22
60	george	uk	female	1.2400				1.3200	1.0800	24
80	george	uk	female	1.3000				1.3800	1.1400	26
100	george	uk	female	1.3600				1.4400	1.2000	28
-80	george	uk	male	0.8650					0.7125	XS
-60	george	uk	male	0.9350					0.7850	S
-40	george	uk	male	1.0150					0.8650	M
-20	george	uk	male	1.0650					0.9350	L
0	george	uk	male	1.1650					1.0150	XL
20	george	uk	male	1.2450					1.0650	XXL
40	george	uk	male	1.3150					1.1650	XXXL
60	george	uk	male	1.3950					1.2450	XXXXL
-40	ghost	uk	female	0.8100					0.6300	8/XS
-20	ghost	uk	female	0.8600					0.6800	10/S
0	ghost	uk	female	0.9100					0.7300	12/M
20	ghost	uk	female	0.9600					0.7800	14/L
40	ghost	uk	female	1.0100					0.8300	16/XL
-20	grab	australia	female	0.8500						S/S
0	grab	australia	female	0.9000						M/M
20	grab	australia	female	0.9500						L/L
-60	gucci	italy	female	0.8100					0.6300	36/xxs
-40	gucci	italy	female	0.8400					0.6600	38/xs
-20	gucci	italy	female	0.8700					0.6900	40/s
0	gucci	italy	female	0.9000					0.7200	42/m
20	gucci	italy	female	0.9400					0.7400	44/l
40	gucci	italy	female	0.9800					0.7800	46/xl
60	gucci	italy	female	1.0200					0.8200	48/xxl
-60	gucci	france	female	0.8100					0.6300	32/xxs
-40	gucci	france	female	0.8400					0.6600	34/xs
-20	gucci	france	female	0.8700					0.6900	36/s
0	gucci	france	female	0.9000					0.7200	38/m
20	gucci	france	female	0.9400					0.7400	40/l
40	gucci	france	female	0.9800					0.7800	42/xl
60	gucci	france	female	1.0200					0.8200	44/xxl
-60	gucci	uk	female	0.8100					0.6300	4/xxs
-40	gucci	uk	female	0.8400					0.6600	6/xs
-20	gucci	uk	female	0.8700					0.6900	8/s
0	gucci	uk	female	0.9000					0.7200	10/m
20	gucci	uk	female	0.9400					0.7400	12/l
40	gucci	uk	female	0.9800					0.7800	14/xl
60	gucci	uk	female	1.0200					0.8200	16/xxl
-80	gucci	europe	male		0.3683					14.5 (37)
-60	gucci	europe	male		0.3810					15 (38)
-40	gucci	europe	male		0.3937					15.5 (39)
-20	gucci	europe	male		0.4064					16 (40)
0	gucci	europe	male		0.4191					16.5 (41)
20	gucci	europe	male		0.4318					17 (42)
40	gucci	europe	male		0.4445					17.5 (43)
60	gucci	europe	male		0.4572					18 (44)
-80	gucci	italy	male		0.3683					14.5 (37)
-60	gucci	italy	male		0.3810					15 (38)
-40	gucci	italy	male		0.3937					15.5 (39)
-20	gucci	italy	male		0.4064					16 (40)
0	gucci	italy	male		0.4191					16.5 (41)
20	gucci	italy	male		0.4318					17 (42)
40	gucci	italy	male		0.4445					17.5 (43)
60	gucci	italy	male		0.4572					18 (44)
-80	gucci	us	male		0.3683					14.5 (37)
-60	gucci	us	male		0.3810					15 (38)
-40	gucci	us	male		0.3937					15.5 (39)
-20	gucci	us	male		0.4064					16 (40)
0	gucci	us	male		0.4191					16.5 (41)
20	gucci	us	male		0.4318					17 (42)
40	gucci	us	male		0.4445					17.5 (43)
60	gucci	us	male		0.4572					18 (44)
-80	gucci	france	male		0.3683					14.5 (37)
-60	gucci	france	male		0.3810					15 (38)
-40	gucci	france	male		0.3937					15.5 (39)
-20	gucci	france	male		0.4064					16 (40)
0	gucci	france	male		0.4191					16.5 (41)
20	gucci	france	male		0.4318					17 (42)
40	gucci	france	male		0.4445					17.5 (43)
60	gucci	france	male		0.4572					18 (44)
-80	gucci	uk	male		0.3683					14.5 (37)
-60	gucci	uk	male		0.3810					15 (38)
-40	gucci	uk	male		0.3937					15.5 (39)
-20	gucci	uk	male		0.4064					16 (40)
0	gucci	uk	male		0.4191					16.5 (41)
20	gucci	uk	male		0.4318					17 (42)
40	gucci	uk	male		0.4445					17.5 (43)
60	gucci	uk	male		0.4572					18 (44)
-40	guess	europe	female	0.8200					0.6400	XS
-20	guess	europe	female	0.8600					0.6850	S
0	guess	europe	female	0.9050					0.7350	M
20	guess	europe	female	0.9550					0.7850	L
40	guess	europe	female	1.0050					0.8400	XL
-40	guess	australia	female	0.8200					0.6400	XS
-20	guess	australia	female	0.8600					0.6850	S
0	guess	australia	female	0.9050					0.7350	M
20	guess	australia	female	0.9550					0.7850	L
40	guess	australia	female	1.0050					0.8400	XL
-40	guess	us	female	0.8200					0.6400	XS
-20	guess	us	female	0.8600					0.6850	S
0	guess	us	female	0.9050					0.7350	M
20	guess	us	female	0.9550					0.7850	L
40	guess	us	female	1.0050					0.8400	XL
-40	guess	uk	female	0.8200					0.6400	XS
-20	guess	uk	female	0.8600					0.6850	S
0	guess	uk	female	0.9050					0.7350	M
20	guess	uk	female	0.9550					0.7850	L
40	guess	uk	female	1.0050					0.8400	XL
-60	guess	europe	male	0.9200	0.3650					XS/14½
-40	guess	europe	male	0.9600	0.3850					S/15-15½
-20	guess	europe	male	1.0000	0.4050					M/16
0	guess	europe	male	1.0450	0.4250					L/16½
20	guess	europe	male	1.0950	0.4450					XL/17-17½
40	guess	europe	male	1.1500	0.4650					XXL/18-18½
-60	guess	us	male	0.9200	0.3650					XS/14½
-40	guess	us	male	0.9600	0.3850					S/15-15½
-20	guess	us	male	1.0000	0.4050					M/16
0	guess	us	male	1.0450	0.4250					L/16½
20	guess	us	male	1.0950	0.4450					XL/17-17½
40	guess	us	male	1.1500	0.4650					XXL/18-18½
-60	guess	uk	male	0.9200	0.3650					XS/14½
-40	guess	uk	male	0.9600	0.3850					S/15-15½
-20	guess	uk	male	1.0000	0.4050					M/16
0	guess	uk	male	1.0450	0.4250					L/16½
20	guess	uk	male	1.0950	0.4450					XL/17-17½
40	guess	uk	male	1.1500	0.4650					XXL/18-18½
-100	hm	europe	male	0.8400					0.7200	42/XS
-80	hm	europe	male	0.8800					0.7600	44/S
-60	hm	europe	male	0.9200					0.8000	46/S
-40	hm	europe	male	0.9600					0.8400	48/M
-20	hm	europe	male	1.0000					0.8800	50/M
0	hm	europe	male	1.0400					0.9200	52/L
20	hm	europe	male	1.0800					0.9600	54/L
40	hm	europe	male	1.1200					1.0000	56/XL
60	hm	europe	male	1.1600					1.0400	58/XL
80	hm	europe	male	1.2000					1.0800	60/XXL
100	hm	europe	male	1.2400					1.1200	62/XXL
-100	hm	uk	male	0.8400					0.7200	32R/XS
-80	hm	uk	male	0.8800					0.7600	34R/S
-60	hm	uk	male	0.9200					0.8000	36R/S
-40	hm	uk	male	0.9600					0.8400	38R/M
-20	hm	uk	male	1.0000					0.8800	40R/M
0	hm	uk	male	1.0400					0.9200	42R/L
20	hm	uk	male	1.0800					0.9600	44R/L
40	hm	uk	male	1.1200					1.0000	46R/XL
60	hm	uk	male	1.1600					1.0400	48R/XL
80	hm	uk	male	1.2000					1.0800	50R/XXL
100	hm	uk	male	1.2400					1.1200	52R/XXL
-20	illustratedpeople	uk	female	0.4800						6-8/S
0	illustratedpeople	uk	female	0.5000						10-12/M
-60	jaeger	europe	female	0.8350				0.8950	0.6350	34/XS
-40	jaeger	europe	female	0.8600				0.9200	0.6600	36/S
-20	jaeger	europe	female	0.9100				0.9700	0.7100	38/S
0	jaeger	europe	female	0.9600				1.0200	0.7600	40/M
20	jaeger	europe	female	1.0200				1.0800	0.8200	42/L
40	jaeger	europe	female	1.0800				1.1400	0.8800	44/L
60	jaeger	europe	female	1.1400				1.2000	0.9400	46/XL
-60	jaeger	us	female	0.8350				0.8950	0.6350	4/XS
-40	jaeger	us	female	0.8600				0.9200	0.6600	6/S
-20	jaeger	us	female	0.9100				0.9700	0.7100	8/S
0	jaeger	us	female	0.9600				1.0200	0.7600	10/M
20	jaeger	us	female	1.0200				1.0800	0.8200	12/L
40	jaeger	us	female	1.0800				1.1400	0.8800	14/L
60	jaeger	us	female	1.1400				1.2000	0.9400	16/XL
-60	jaeger	uk	female	0.8350				0.8950	0.6350	6/XS
-40	jaeger	uk	female	0.8600				0.9200	0.6600	8/S
-20	jaeger	uk	female	0.9100				0.9700	0.7100	10/S
0	jaeger	uk	female	0.9600				1.0200	0.7600	12/M
20	jaeger	uk	female	1.0200				1.0800	0.8200	14/L
40	jaeger	uk	female	1.0800				1.1400	0.8800	16/L
60	jaeger	uk	female	1.1400				1.2000	0.9400	18/XL
-60	jag	australia	male	0.9100	0.3810					XS
-40	jag	australia	male	0.9600	0.3937					S
-20	jag	australia	male	1.0100	0.4064					M
0	jag	australia	male	1.0600	0.4191					L
20	jag	australia	male	1.1100	0.4318					XL
40	jag	australia	male	1.1600	0.4445					XXL
-60	jameslakeland	europe	female	0.8100					0.7100	40
-40	jameslakeland	europe	female	0.8600					0.7600	42
-20	jameslakeland	europe	female	0.9100					0.8100	44
0	jameslakeland	europe	female	0.9600					0.8600	46
20	jameslakeland	europe	female	1.0100					0.9100	48
40	jameslakeland	europe	female	1.0600					0.9700	50
60	jameslakeland	europe	female	1.1100					1.0200	52
-60	jameslakeland	us	female	0.8100					0.7100	4
-40	jameslakeland	us	female	0.8600					0.7600	6
-20	jameslakeland	us	female	0.9100					0.8100	8
0	jameslakeland	us	female	0.9600					0.8600	10
20	jameslakeland	us	female	1.0100					0.9100	12
40	jameslakeland	us	female	1.0600					0.9700	14
60	jameslakeland	us	female	1.1100					1.0200	16
-60	jameslakeland	uk	female	0.8100					0.7100	8
-40	jameslakeland	uk	female	0.8600					0.7600	10
-20	jameslakeland	uk	female	0.9100					0.8100	12
0	jameslakeland	uk	female	0.9600					0.8600	14
20	jameslakeland	uk	female	1.0100					0.9100	16
40	jameslakeland	uk	female	1.0600					0.9700	18
60	jameslakeland	uk	female	1.1100					1.0200	20
-40	jigsaw	italy	female	0.8300		0.6040			0.6450	40/XS
-20	jigsaw	italy	female	0.8800		0.6100			0.6950	42/S
0	jigsaw	italy	female	0.9300		0.6160			0.7450	44/M
20	jigsaw	italy	female	0.9800		0.6220			0.7950	46/L
40	jigsaw	italy	female	1.0300		0.6280			0.8450	48/XL
-40	jigsaw	denmark	female	0.8300		0.6040			0.6450	34/XS
-20	jigsaw	denmark	female	0.8800		0.6100			0.6950	36/S
0	jigsaw	denmark	female	0.9300		0.6160			0.7450	38/M
20	jigsaw	denmark	female	0.9800		0.6220			0.7950	40/L
40	jigsaw	denmark	female	1.0300		0.6280			0.8450	42/XL
-40	jigsaw	us	female	0.8300		0.6040			0.6450	4/XS
-20	jigsaw	us	female	0.8800		0.6100			0.6950	6/S
0	jigsaw	us	female	0.9300		0.6160			0.7450	8/M
20	jigsaw	us	female	0.9800		0.6220			0.7950	10/L
40	jigsaw	us	female	1.0300		0.6280			0.8450	12/XL
-40	jigsaw	france	female	0.8300		0.6040			0.6450	36/XS
-20	jigsaw	france	female	0.8800		0.6100			0.6950	38/S
0	jigsaw	france	female	0.9300		0.6160			0.7450	40/M
20	jigsaw	france	female	0.9800		0.6220			0.7950	42/L
40	jigsaw	france	female	1.0300		0.6280			0.8450	44/XL
-40	jigsaw	uk	female	0.8300		0.6040			0.6450	8/XS
-20	jigsaw	uk	female	0.8800		0.6100			0.6950	10/S
0	jigsaw	uk	female	0.9300		0.6160			0.7450	12/M
20	jigsaw	uk	female	0.9800		0.6220			0.7950	14/L
40	jigsaw	uk	female	1.0300		0.6280			0.8450	16/XL
-60	jigsaw	europe	male	0.9100	0.3810	0.9100				46/S
-40	jigsaw	europe	male	0.9700	0.3940	0.9100				48/M
-20	jigsaw	europe	male	1.0200	0.4060	0.9100				50/M
0	jigsaw	europe	male	1.0700	0.4190	0.9100				52/L
20	jigsaw	europe	male	1.1200	0.4320	0.9100				54/XL
40	jigsaw	europe	male	1.1700	0.4450	0.9100				56/XL
-60	jigsaw	italy	male	0.9100	0.3810	0.9100				46/S
-40	jigsaw	italy	male	0.9700	0.3940	0.9100				48/M
-20	jigsaw	italy	male	1.0200	0.4060	0.9100				50/M
0	jigsaw	italy	male	1.0700	0.4190	0.9100				52/L
20	jigsaw	italy	male	1.1200	0.4320	0.9100				54/XL
40	jigsaw	italy	male	1.1700	0.4450	0.9100				56/XL
-60	jigsaw	france	male	0.9100	0.3810	0.9100				46/S
-40	jigsaw	france	male	0.9700	0.3940	0.9100				48/M
-20	jigsaw	france	male	1.0200	0.4060	0.9100				50/M
0	jigsaw	france	male	1.0700	0.4190	0.9100				52/L
20	jigsaw	france	male	1.1200	0.4320	0.9100				54/XL
40	jigsaw	france	male	1.1700	0.4450	0.9100				56/XL
-60	jigsaw	uk	male	0.9100	0.3810	0.9100				15/S
-40	jigsaw	uk	male	0.9700	0.3940	0.9100				15.5/M
-20	jigsaw	uk	male	1.0200	0.4060	0.9100				16/M
0	jigsaw	uk	male	1.0700	0.4190	0.9100				16.5/L
20	jigsaw	uk	male	1.1200	0.4320	0.9100				17/XL
40	jigsaw	uk	male	1.1700	0.4450	0.9100				17.5/XL
-120	johnlewis	europe	female	0.7600					0.5800	32/XS
-100	johnlewis	europe	female	0.7850					0.6050	34/XS
-80	johnlewis	europe	female	0.8100					0.6300	36/S
-60	johnlewis	europe	female	0.8600					0.6800	38/S
-40	johnlewis	europe	female	0.9100					0.7300	40/M
-20	johnlewis	europe	female	0.9600					0.7800	42/M
0	johnlewis	europe	female	1.0100					0.8300	44/L
20	johnlewis	europe	female	1.0850					0.9050	46/L
40	johnlewis	europe	female	1.1600					0.9800	48/XL
60	johnlewis	europe	female	1.2200					1.0400	50/XL
80	johnlewis	europe	female	1.2800					1.1000	52/XXL
100	johnlewis	europe	female	1.3400					1.1600	54/XXL
-120	johnlewis	us	female	0.7600					0.5800	1/XS
-100	johnlewis	us	female	0.7850					0.6050	2/XS
-80	johnlewis	us	female	0.8100					0.6300	4/S
-60	johnlewis	us	female	0.8600					0.6800	6/S
-40	johnlewis	us	female	0.9100					0.7300	8/M
-20	johnlewis	us	female	0.9600					0.7800	10/M
0	johnlewis	us	female	1.0100					0.8300	12/L
20	johnlewis	us	female	1.0850					0.9050	14/L
40	johnlewis	us	female	1.1600					0.9800	16/XL
60	johnlewis	us	female	1.2200					1.0400	18/XL
80	johnlewis	us	female	1.2800					1.1000	20/XXL
100	johnlewis	us	female	1.3400					1.1600	22/XXL
-120	johnlewis	uk	female	0.7600					0.5800	4/XS
-100	johnlewis	uk	female	0.7850					0.6050	6/XS
-80	johnlewis	uk	female	0.8100					0.6300	8/S
-60	johnlewis	uk	female	0.8600					0.6800	10/S
-40	johnlewis	uk	female	0.9100					0.7300	12/M
-20	johnlewis	uk	female	0.9600					0.7800	14/M
0	johnlewis	uk	female	1.0100					0.8300	16/L
20	johnlewis	uk	female	1.0850					0.9050	18/L
40	johnlewis	uk	female	1.1600					0.9800	20/XL
60	johnlewis	uk	female	1.2200					1.0400	22/XL
80	johnlewis	uk	female	1.2800					1.1000	24/XXL
100	johnlewis	uk	female	1.3400					1.1600	26/XXL
-60	johnlewis	europe	male	0.8650						XS
-40	johnlewis	europe	male	0.9400						S
-20	johnlewis	europe	male	1.0150						M
0	johnlewis	europe	male	1.0950						L
20	johnlewis	europe	male	1.1675						XL
40	johnlewis	europe	male	1.2450						XXL
-60	johnlewis	us	male	0.8650						XS
-40	johnlewis	us	male	0.9400						S
-20	johnlewis	us	male	1.0150						M
0	johnlewis	us	male	1.0950						L
20	johnlewis	us	male	1.1675						XL
40	johnlewis	us	male	1.2450						XXL
-60	johnlewis	uk	male	0.8650						XS
-40	johnlewis	uk	male	0.9400						S
-20	johnlewis	uk	male	1.0150						M
0	johnlewis	uk	male	1.0950						L
20	johnlewis	uk	male	1.1675						XL
40	johnlewis	uk	male	1.2450						XXL
-60	kaliko	europe	female	0.8500					0.6600	36/S
-40	kaliko	europe	female	0.8900					0.7000	38/S
-20	kaliko	europe	female	0.9300					0.7400	40/M
0	kaliko	europe	female	0.9800					0.7900	42/M
20	kaliko	europe	female	1.0300					0.8400	44/L
40	kaliko	europe	female	1.0800					0.8900	46/L
60	kaliko	europe	female	1.1300					0.9400	48/XL
-60	kaliko	us	female	0.8500					0.6600	6/S
-40	kaliko	us	female	0.8900					0.7000	8/S
-20	kaliko	us	female	0.9300					0.7400	10/M
0	kaliko	us	female	0.9800					0.7900	12/M
20	kaliko	us	female	1.0300					0.8400	14/L
40	kaliko	us	female	1.0800					0.8900	16/L
60	kaliko	us	female	1.1300					0.9400	18/XL
-60	kaliko	uk	female	0.8500					0.6600	8/S
-40	kaliko	uk	female	0.8900					0.7000	10/S
-20	kaliko	uk	female	0.9300					0.7400	12/M
0	kaliko	uk	female	0.9800					0.7900	14/M
20	kaliko	uk	female	1.0300					0.8400	16/L
40	kaliko	uk	female	1.0800					0.8900	18/L
60	kaliko	uk	female	1.1300					0.9400	20/XL
-40	karenmillen	europe	female	0.8200				0.9000	0.6400	34,36/1
-20	karenmillen	europe	female	0.8600				0.9400	0.6800	38/2
0	karenmillen	europe	female	0.9200				1.0000	0.7400	40,42/3
20	karenmillen	europe	female	0.9800				1.0600	0.8000	44/4
-40	karenmillen	us	female	0.8200				0.9000	0.6400	2,4/1
-20	karenmillen	us	female	0.8600				0.9400	0.6800	6/2
0	karenmillen	us	female	0.9200				1.0000	0.7400	8,10/3
20	karenmillen	us	female	0.9800				1.0600	0.8000	12/4
-40	karenmillen	uk	female	0.8200				0.9000	0.6400	6,8/1
-20	karenmillen	uk	female	0.8600				0.9400	0.6800	10/2
0	karenmillen	uk	female	0.9200				1.0000	0.7400	12,14/3
20	karenmillen	uk	female	0.9800				1.0600	0.8000	16/4
-80	lacoste	uk	female	0.8000						32
-60	lacoste	uk	female	0.8200						34
-40	lacoste	uk	female	0.8400						36
-20	lacoste	uk	female	0.8800						38
0	lacoste	uk	female	0.9200						40
20	lacoste	uk	female	0.9600						42
40	lacoste	uk	female	1.0000						44
60	lacoste	uk	female	1.0400						46
80	lacoste	uk	female	1.0800						48
-80	lacoste	europe	male	0.9144	0.3747	0.5994				2/XXS
-60	lacoste	europe	male	0.9652	0.3874	0.6096				3/XS
-40	lacoste	europe	male	1.0033	0.4001	0.6198				4-38/S
-20	lacoste	europe	male	1.0414	0.4128	0.6299				5-40/M
0	lacoste	europe	male	1.0795	0.4191	0.6401				6-42/L
20	lacoste	europe	male	1.1176	0.4381	0.6502				744/XL
40	lacoste	europe	male	1.1684	0.4509	0.6604				8-45/XXL
60	lacoste	europe	male	1.2065	0.4636	0.6706				9-46/3XL
-60	linea	uk	female	0.8200					0.6500	8/S
-40	linea	uk	female	0.8700					0.7000	10/S
-20	linea	uk	female	0.9200					0.7500	12/M
0	linea	uk	female	0.9700					0.8000	14/M
20	linea	uk	female	1.0200					0.8500	16/L
40	linea	uk	female	1.0700					0.9000	18/L
-60	linea	uk	male	0.8350	0.3400					XS/Formal XS,S
-40	linea	uk	male	0.9150	0.3700					S/Formal S,M
-20	linea	uk	male	0.9900	0.3900					M/Formal M,L
0	linea	uk	male	1.0650	0.4200					L/Formal M,L
20	linea	uk	male	1.1450	0.4400					XL/Formal L,XL
40	linea	uk	male	1.2250	0.4700					XXL/Formal XL,XXL
-60	lkbennett	uk	female	0.8000					0.6100	6/XS
-40	lkbennett	uk	female	0.8400					0.6500	8/S
-20	lkbennett	uk	female	0.8800					0.6900	10/S
0	lkbennett	uk	female	0.9200					0.7300	12/M
20	lkbennett	uk	female	0.9700					0.7800	14/M
40	lkbennett	uk	female	1.0200					0.8300	16/L
60	lkbennett	uk	female	1.0700					0.8800	18/XL
-60	mantaray	uk	male	0.9150						XS
-40	mantaray	uk	male	0.9650						S
-20	mantaray	uk	male	1.0300						M
0	mantaray	uk	male	1.1050						L
20	mantaray	uk	male	1.1800						XL
40	mantaray	uk	male	1.2600						XXL
60	mantaray	uk	male	1.3350						XXXL
-120	marksspencer	netherlands	female	0.7874					0.6350	32/XS
-100	marksspencer	netherlands	female	0.8128					0.6604	34/S
-80	marksspencer	netherlands	female	0.8636					0.6858	36/S
-60	marksspencer	netherlands	female	0.9144					0.7366	38/M
-40	marksspencer	netherlands	female	0.9652					0.7874	40/M
-20	marksspencer	netherlands	female	1.0160					0.8382	42/L
0	marksspencer	netherlands	female	1.0668					0.8890	44/L
20	marksspencer	netherlands	female	1.1176					0.9398	46/XL
40	marksspencer	netherlands	female	1.1684					1.0160	48/XL
60	marksspencer	netherlands	female	1.2446					1.0668	50/XXL
80	marksspencer	netherlands	female	1.2954					1.1176	52/XXL
100	marksspencer	netherlands	female	1.3716					1.1938	54/XXXL
120	marksspencer	netherlands	female	1.4224					1.2446	56/XXXL
-120	marksspencer	italy	female	0.7874					0.6350	38/XS
-100	marksspencer	italy	female	0.8128					0.6604	40/S
-80	marksspencer	italy	female	0.8636					0.6858	42/S
-60	marksspencer	italy	female	0.9144					0.7366	44/M
-40	marksspencer	italy	female	0.9652					0.7874	46/M
-20	marksspencer	italy	female	1.0160					0.8382	48/L
0	marksspencer	italy	female	1.0668					0.8890	50/L
20	marksspencer	italy	female	1.1176					0.9398	52/XL
40	marksspencer	italy	female	1.1684					1.0160	54/XL
60	marksspencer	italy	female	1.2446					1.0668	56/XXL
80	marksspencer	italy	female	1.2954					1.1176	58/XXL
100	marksspencer	italy	female	1.3716					1.1938	60/XXXL
120	marksspencer	italy	female	1.4224					1.2446	62/XXXL
-120	marksspencer	portugal	female	0.7874					0.6350	34/XS
-100	marksspencer	portugal	female	0.8128					0.6604	36/S
-80	marksspencer	portugal	female	0.8636					0.6858	38/S
-60	marksspencer	portugal	female	0.9144					0.7366	40/M
