sizeid	brand	region	gender	chest	neck	sleeve	torsolength	hips	waist	size
0	regatta	germany	female	1.2200					1.0400	48
20	regatta	germany	female	1.2700					1.0900	50
40	regatta	germany	female	1.3200					1.1400	52
60	regatta	germany	female	1.3700					1.1900	54
80	regatta	germany	female	1.4200					1.2400	56
100	regatta	germany	female	1.4700					1.2900	58
120	regatta	germany	female	1.5200					1.3500	60
140	regatta	germany	female	1.5800					1.4000	62
-160	regatta	uk	female	0.7600					0.5800	6
-140	regatta	uk	female	0.8100					0.6300	8
-120	regatta	uk	female	0.8600					0.6800	10
-100	regatta	uk	female	0.9200					0.7400	12
-80	regatta	uk	female	0.9700					0.7900	14
-60	regatta	uk	female	1.0200					0.8400	16
-40	regatta	uk	female	1.0900					0.9100	18
-20	regatta	uk	female	1.1400					0.9600	20
0	regatta	uk	female	1.2200					1.0400	22
20	regatta	uk	female	1.2700					1.0900	24
40	regatta	uk	female	1.3200					1.1400	26
60	regatta	uk	female	1.3700					1.1900	28
80	regatta	uk	female	1.4200					1.2400	30
100	regatta	uk	female	1.4700					1.2900	32
120	regatta	uk	female	1.5200					1.3500	34
140	regatta	uk	female	1.5800					1.4000	36
-160	regatta	switzerland	female	0.7600					0.5800	32
-140	regatta	switzerland	female	0.8100					0.6300	34
-120	regatta	switzerland	female	0.8600					0.6800	36
-100	regatta	switzerland	female	0.9200					0.7400	38
-80	regatta	switzerland	female	0.9700					0.7900	40
-60	regatta	switzerland	female	1.0200					0.8400	42
-40	regatta	switzerland	female	1.0900					0.9100	44
-20	regatta	switzerland	female	1.1400					0.9600	46
0	regatta	switzerland	female	1.2200					1.0400	48
20	regatta	switzerland	female	1.2700					1.0900	50
40	regatta	switzerland	female	1.3200					1.1400	52
60	regatta	switzerland	female	1.3700					1.1900	54
80	regatta	switzerland	female	1.4200					1.2400	56
100	regatta	switzerland	female	1.4700					1.2900	58
120	regatta	switzerland	female	1.5200					1.3500	60
140	regatta	switzerland	female	1.5800					1.4000	62
-160	regatta	sweden	female	0.7600					0.5800	32
-140	regatta	sweden	female	0.8100					0.6300	34
-120	regatta	sweden	female	0.8600					0.6800	36
-100	regatta	sweden	female	0.9200					0.7400	38
-80	regatta	sweden	female	0.9700					0.7900	40
-60	regatta	sweden	female	1.0200					0.8400	42
-40	regatta	sweden	female	1.0900					0.9100	44
-20	regatta	sweden	female	1.1400					0.9600	46
0	regatta	sweden	female	1.2200					1.0400	48
20	regatta	sweden	female	1.2700					1.0900	50
40	regatta	sweden	female	1.3200					1.1400	52
60	regatta	sweden	female	1.3700					1.1900	54
80	regatta	sweden	female	1.4200					1.2400	56
100	regatta	sweden	female	1.4700					1.2900	58
120	regatta	sweden	female	1.5200					1.3500	60
140	regatta	sweden	female	1.5800					1.4000	62
-160	regatta	spain	female	0.7600					0.5800	34
-140	regatta	spain	female	0.8100					0.6300	36
-120	regatta	spain	female	0.8600					0.6800	38
-100	regatta	spain	female	0.9200					0.7400	40
-80	regatta	spain	female	0.9700					0.7900	42
-60	regatta	spain	female	1.0200					0.8400	44
-40	regatta	spain	female	1.0900					0.9100	46
-20	regatta	spain	female	1.1400					0.9600	48
0	regatta	spain	female	1.2200					1.0400	50
20	regatta	spain	female	1.2700					1.0900	52
40	regatta	spain	female	1.3200					1.1400	54
60	regatta	spain	female	1.3700					1.1900	56
80	regatta	spain	female	1.4200					1.2400	58
100	regatta	spain	female	1.4700					1.2900	60
120	regatta	spain	female	1.5200					1.3500	62
140	regatta	spain	female	1.5800					1.4000	64
-80	regatta	europe	male	0.9017						46/XS
-60	regatta	europe	male	0.9525						48/S
-40	regatta	europe	male	1.0033						50/M
-20	regatta	europe	male	1.0541						52,54/L
0	regatta	europe	male	1.1049						56/XL
20	regatta	europe	male	1.1938						58,60/XXL
40	regatta	europe	male	1.2700						62/XXXL
60	regatta	europe	male	1.3462						64/XXXXL
80	regatta	europe	male	1.4224						66/XXXXXL
-80	regatta	uk	male	0.9017						XS
-60	regatta	uk	male	0.9525						S
-40	regatta	uk	male	1.0033						M
-20	regatta	uk	male	1.0541						L
0	regatta	uk	male	1.1049						XL
20	regatta	uk	male	1.1938						XXL
40	regatta	uk	male	1.2700						XXXL
60	regatta	uk	male	1.3462						XXXXL
80	regatta	uk	male	1.4224						XXXXXL
-60	reiss	italy	female	0.7800					0.5900	36/XS
-40	reiss	italy	female	0.8100					0.6200	38/XS
-20	reiss	italy	female	0.8400					0.6500	40/S
0	reiss	italy	female	0.8800					0.6900	42/S
20	reiss	italy	female	0.9300					0.7400	44/M
40	reiss	italy	female	0.9900					0.8000	46/L
60	reiss	italy	female	1.0400					0.8500	48/XL
-60	reiss	us	female	0.7800					0.5900	0/XS
-40	reiss	us	female	0.8100					0.6200	2/XS
-20	reiss	us	female	0.8400					0.6500	4/S
0	reiss	us	female	0.8800					0.6900	6/S
20	reiss	us	female	0.9300					0.7400	8/M
40	reiss	us	female	0.9900					0.8000	10/L
60	reiss	us	female	1.0400					0.8500	12/XL
-60	reiss	france	female	0.7800					0.5900	32/XS
-40	reiss	france	female	0.8100					0.6200	34/XS
-20	reiss	france	female	0.8400					0.6500	36/S
0	reiss	france	female	0.8800					0.6900	38/S
20	reiss	france	female	0.9300					0.7400	40/M
40	reiss	france	female	0.9900					0.8000	42/L
60	reiss	france	female	1.0400					0.8500	44/XL
-60	reiss	uk	female	0.7800					0.5900	4/XS
-40	reiss	uk	female	0.8100					0.6200	6/XS
-20	reiss	uk	female	0.8400					0.6500	8/S
0	reiss	uk	female	0.8800					0.6900	10/S
20	reiss	uk	female	0.9300					0.7400	12/M
40	reiss	uk	female	0.9900					0.8000	14/L
60	reiss	uk	female	1.0400					0.8500	16/XL
-40	reiss	europe	male		0.3810					46/S
-20	reiss	europe	male		0.3937					48/M
0	reiss	europe	male		0.4064					50/L
20	reiss	europe	male		0.4191					52/XL
40	reiss	europe	male		0.4318					54/XXL
-40	reiss	uk	male		0.3810					15/S
-20	reiss	uk	male		0.3937					15.5/M
0	reiss	uk	male		0.4064					16/L
20	reiss	uk	male		0.4191					16.5/XL
40	reiss	uk	male		0.4318					17/XXL
-80	sodamix	europe	female	0.8000					0.6200	36/S
-60	sodamix	europe	female	0.8400					0.6600	38/S
-40	sodamix	europe	female	0.8800					0.7000	40/M
-20	sodamix	europe	female	0.9200					0.7400	42/M
0	sodamix	europe	female	0.9650					0.7900	44/L
20	sodamix	europe	female	1.0200					0.8400	46/L
40	sodamix	europe	female	1.1000					0.9200	48/XL
60	sodamix	europe	female	1.1200					1.0000	50/XL
-80	sodamix	us	female	0.8000					0.6200	4/S
-60	sodamix	us	female	0.8400					0.6600	6/S
-40	sodamix	us	female	0.8800					0.7000	8/M
-20	sodamix	us	female	0.9200					0.7400	10/M
0	sodamix	us	female	0.9650					0.7900	12/L
20	sodamix	us	female	1.0200					0.8400	14/L
40	sodamix	us	female	1.1000					0.9200	16/XL
60	sodamix	us	female	1.1200					1.0000	18/XL
-80	sodamix	uk	female	0.8000					0.6200	6/S
-60	sodamix	uk	female	0.8400					0.6600	8/S
-40	sodamix	uk	female	0.8800					0.7000	10/M
-20	sodamix	uk	female	0.9200					0.7400	12/M
0	sodamix	uk	female	0.9650					0.7900	14/L
20	sodamix	uk	female	1.0200					0.8400	16/L
40	sodamix	uk	female	1.1000					0.9200	18/XL
60	sodamix	uk	female	1.1200					1.0000	20/XL
-40	threadless	uk	female	0.8320					0.6225	S
-20	threadless	uk	female	0.8830					0.6730	M
0	threadless	uk	female	0.9335					0.7240	L/Unisize XS
20	threadless	uk	female	0.9840					0.7745	XL/Unisize S
40	threadless	uk	female	1.0480					0.8255	XXL/Unisize M
-40	threadless	us	female	0.8320					0.6225	S
-20	threadless	us	female	0.8830					0.6730	M
0	threadless	us	female	0.9335					0.7240	L/Unisize XS
20	threadless	us	female	0.9840					0.7745	XL/Unisize S
40	threadless	us	female	1.0480					0.8255	XXL/Unisize M
-60	threadless	us	male	0.9395					0.7495	XS
-40	threadless	us	male	0.9905					0.8005	S
-20	threadless	us	male	1.0415					0.8510	M
0	threadless	us	male	1.0925					0.9015	L
20	threadless	us	male	1.1430					0.9525	XL
40	threadless	us	male	1.1935						XXL
-60	threadless	uk	male	0.9395					0.7495	XS
-40	threadless	uk	male	0.9905					0.8005	S
-20	threadless	uk	male	1.0415					0.8510	M
0	threadless	uk	male	1.0925					0.9015	L
20	threadless	uk	male	1.1430					0.9525	XL
40	threadless	uk	male	1.1935						XXL
-60	tommyhilfiger	netherlands	female	0.8350						34/XS
-40	tommyhilfiger	netherlands	female	0.8750						36/S
-20	tommyhilfiger	netherlands	female	0.9200						38/M
0	tommyhilfiger	netherlands	female	0.9600						40/L
20	tommyhilfiger	netherlands	female	1.0000						42/XL
40	tommyhilfiger	netherlands	female	1.0400						44/XXL
-60	tommyhilfiger	ireland	female	0.8350						6/XS
-40	tommyhilfiger	ireland	female	0.8750						8/S
-20	tommyhilfiger	ireland	female	0.9200						10/M
0	tommyhilfiger	ireland	female	0.9600						12/L
20	tommyhilfiger	ireland	female	1.0000						14/XL
40	tommyhilfiger	ireland	female	1.0400						16/XXL
-60	tommyhilfiger	us	female	0.8350						4/XS
-40	tommyhilfiger	us	female	0.8750						6/S
-20	tommyhilfiger	us	female	0.9200						8/M
0	tommyhilfiger	us	female	0.9600						10/L
20	tommyhilfiger	us	female	1.0000						12/XL
40	tommyhilfiger	us	female	1.0400						14/XXL
-60	tommyhilfiger	france	female	0.8350						36/XS
-40	tommyhilfiger	france	female	0.8750						38/S
-20	tommyhilfiger	france	female	0.9200						40/M
0	tommyhilfiger	france	female	0.9600						42/L
20	tommyhilfiger	france	female	1.0000						44/XL
40	tommyhilfiger	france	female	1.0400						46/XXL
-60	tommyhilfiger	austria	female	0.8350						34/XS
-40	tommyhilfiger	austria	female	0.8750						36/S
-20	tommyhilfiger	austria	female	0.9200						38/M
0	tommyhilfiger	austria	female	0.9600						40/L
20	tommyhilfiger	austria	female	1.0000						42/XL
40	tommyhilfiger	austria	female	1.0400						44/XXL
-60	tommyhilfiger	germany	female	0.8350						34/XS
-40	tommyhilfiger	germany	female	0.8750						36/S
-20	tommyhilfiger	germany	female	0.9200						38/M
0	tommyhilfiger	germany	female	0.9600						40/L
20	tommyhilfiger	germany	female	1.0000						42/XL
40	tommyhilfiger	germany	female	1.0400						44/XXL
-60	tommyhilfiger	uk	female	0.8350						6/XS
-40	tommyhilfiger	uk	female	0.8750						8/S
-20	tommyhilfiger	uk	female	0.9200						10/M
0	tommyhilfiger	uk	female	0.9600						12/L
20	tommyhilfiger	uk	female	1.0000						14/XL
40	tommyhilfiger	uk	female	1.0400						16/XXL
-60	tommyhilfiger	spain	female	0.8350						34/XS
-40	tommyhilfiger	spain	female	0.8750						36/S
-20	tommyhilfiger	spain	female	0.9200						38/M
0	tommyhilfiger	spain	female	0.9600						40/L
20	tommyhilfiger	spain	female	1.0000						42/XL
40	tommyhilfiger	spain	female	1.0400						44/XXL
-40	tommyhilfiger	uk	male	0.9600						S
-20	tommyhilfiger	uk	male	1.0100						M
0	tommyhilfiger	uk	male	1.0600						L
20	tommyhilfiger	uk	male	1.1100						XL
40	tommyhilfiger	uk	male	1.1600						XXL
-40	tommyhilfiger	us	male	0.9600						S
-20	tommyhilfiger	us	male	1.0100						M
0	tommyhilfiger	us	male	1.0600						L
20	tommyhilfiger	us	male	1.1100						XL
40	tommyhilfiger	us	male	1.1600						XXL
-40	tommyhilfiger_denim	us	male	0.9750						S
-20	tommyhilfiger_denim	us	male	1.0150						M
0	tommyhilfiger_denim	us	male	1.0550						L
20	tommyhilfiger_denim	us	male	1.0950						XL
40	tommyhilfiger_denim	us	male	1.1350						XXL
-40	tommyhilfiger_denim	uk	male	0.9750						S
-20	tommyhilfiger_denim	uk	male	1.0150						M
0	tommyhilfiger_denim	uk	male	1.0550						L
20	tommyhilfiger_denim	uk	male	1.0950						XL
40	tommyhilfiger_denim	uk	male	1.1350						XXL
-60	topshop	australia	female	0.7950					0.6240	6
-40	topshop	australia	female	0.8200					0.6490	8
-20	topshop	australia	female	0.8700					0.6920	10
0	topshop	australia	female	0.9200					0.7420	12
20	topshop	australia	female	0.9700					0.7920	14
40	topshop	australia	female	1.0200					0.8420	16
-60	topshop	italy	female	0.7950					0.6240	38
-40	topshop	italy	female	0.8200					0.6490	40
-20	topshop	italy	female	0.8700					0.6920	42
0	topshop	italy	female	0.9200					0.7420	44
20	topshop	italy	female	0.9700					0.7920	46
40	topshop	italy	female	1.0200					0.8420	48
-60	topshop	denmark	female	0.7950					0.6240	32
-40	topshop	denmark	female	0.8200					0.6490	34
-20	topshop	denmark	female	0.8700					0.6920	36
0	topshop	denmark	female	0.9200					0.7420	38
20	topshop	denmark	female	0.9700					0.7920	40
40	topshop	denmark	female	1.0200					0.8420	42
-60	topshop	us	female	0.7950					0.6240	2
-40	topshop	us	female	0.8200					0.6490	4
-20	topshop	us	female	0.8700					0.6920	6
0	topshop	us	female	0.9200					0.7420	8
20	topshop	us	female	0.9700					0.7920	10
40	topshop	us	female	1.0200					0.8420	12
-60	topshop	france	female	0.7950					0.6240	34
-40	topshop	france	female	0.8200					0.6490	36
-20	topshop	france	female	0.8700					0.6920	38
0	topshop	france	female	0.9200					0.7420	40
20	topshop	france	female	0.9700					0.7920	42
40	topshop	france	female	1.0200					0.8420	44
-60	topshop	uk	female	0.7950					0.6240	6
-40	topshop	uk	female	0.8200					0.6490	8
-20	topshop	uk	female	0.8700					0.6920	10
0	topshop	uk	female	0.9200					0.7420	12
20	topshop	uk	female	0.9700					0.7920	14
40	topshop	uk	female	1.0200					0.8420	16
-80	tu	uk	female	0.8600					0.6900	8
-60	tu	uk	female	0.9100					0.7400	10
-40	tu	uk	female	0.9600					0.7900	12
-20	tu	uk	female	1.0100					0.8400	14
0	tu	uk	female	1.0600					0.8900	16
20	tu	uk	female	1.1100					0.9400	18
40	tu	uk	female	1.1600					0.9900	20
60	tu	uk	female	1.2100					1.0400	22
80	tu	uk	female	1.2600					1.0900	24
-80	tu	uk	male	0.8600	0.3600				0.7100	34
-60	tu	uk	male	0.9100	0.3800				0.7600	36
-40	tu	uk	male	0.9600	0.3940				0.8100	38
-20	tu	uk	male	1.0200	0.4060				0.8600	40
0	tu	uk	male	1.0700	0.4200				0.9100	42
20	tu	uk	male	1.1200	0.4300				0.9600	44
40	tu	uk	male	1.1700	0.4440				1.0200	46
60	tu	uk	male	1.2700	0.4600				1.0700	48
80	tu	uk	male	1.3200	0.4700				1.1200	50
-40	urbanoutfitters	canada	male	0.8760	0.3300	0.8000		0.8640	0.7110	28/XS
-20	urbanoutfitters	canada	male	0.9270	0.3620	0.8190		0.9140	0.7620	30/S
0	urbanoutfitters	canada	male	0.9780	0.3940	0.8380		0.9650	0.8130	32/M
20	urbanoutfitters	canada	male	1.0540	0.4250	0.8640		1.0410	0.8890	34,36/L
40	urbanoutfitters	canada	male	1.1300	0.4570	0.8890		1.1180	0.9650	38/XL
-40	urbanoutfitters	italy	male	0.8760	0.3300	0.8000		0.8640	0.7110	44/XS
-20	urbanoutfitters	italy	male	0.9270	0.3620	0.8190		0.9140	0.7620	46/S
0	urbanoutfitters	italy	male	0.9780	0.3940	0.8380		0.9650	0.8130	48/M
20	urbanoutfitters	italy	male	1.0540	0.4250	0.8640		1.0410	0.8890	50,52/L
40	urbanoutfitters	italy	male	1.1300	0.4570	0.8890		1.1180	0.9650	54/XL
-40	urbanoutfitters	hongkong	male	0.8760	0.3300	0.8000		0.8640	0.7110	28/XS
-20	urbanoutfitters	hongkong	male	0.9270	0.3620	0.8190		0.9140	0.7620	30/S
0	urbanoutfitters	hongkong	male	0.9780	0.3940	0.8380		0.9650	0.8130	32/M
20	urbanoutfitters	hongkong	male	1.0540	0.4250	0.8640		1.0410	0.8890	34,36/L
40	urbanoutfitters	hongkong	male	1.1300	0.4570	0.8890		1.1180	0.9650	38/XL
-40	urbanoutfitters	brazil	male	0.8760	0.3300	0.8000		0.8640	0.7110	71/XS
-20	urbanoutfitters	brazil	male	0.9270	0.3620	0.8190		0.9140	0.7620	76/S
0	urbanoutfitters	brazil	male	0.9780	0.3940	0.8380		0.9650	0.8130	81/M
20	urbanoutfitters	brazil	male	1.0540	0.4250	0.8640		1.0410	0.8890	86,91/L
40	urbanoutfitters	brazil	male	1.1300	0.4570	0.8890		1.1180	0.9650	97/XL
-40	urbanoutfitters	europe	male	0.8760	0.3300	0.8000		0.8640	0.7110	71/XS
-20	urbanoutfitters	europe	male	0.9270	0.3620	0.8190		0.9140	0.7620	76/S
0	urbanoutfitters	europe	male	0.9780	0.3940	0.8380		0.9650	0.8130	81/M
20	urbanoutfitters	europe	male	1.0540	0.4250	0.8640		1.0410	0.8890	86,91/L
40	urbanoutfitters	europe	male	1.1300	0.4570	0.8890		1.1180	0.9650	97/XL
-40	urbanoutfitters	us	male	0.8760	0.3300	0.8000		0.8640	0.7110	28/XS
-20	urbanoutfitters	us	male	0.9270	0.3620	0.8190		0.9140	0.7620	30/S
0	urbanoutfitters	us	male	0.9780	0.3940	0.8380		0.9650	0.8130	32/M
20	urbanoutfitters	us	male	1.0540	0.4250	0.8640		1.0410	0.8890	34,36/L
40	urbanoutfitters	us	male	1.1300	0.4570	0.8890		1.1180	0.9650	38/XL
-40	urbanoutfitters	france	male	0.8760	0.3300	0.8000		0.8640	0.7110	39/XS
-20	urbanoutfitters	france	male	0.9270	0.3620	0.8190		0.9140	0.7620	41/S
0	urbanoutfitters	france	male	0.9780	0.3940	0.8380		0.9650	0.8130	43/M
20	urbanoutfitters	france	male	1.0540	0.4250	0.8640		1.0410	0.8890	45,47/L
40	urbanoutfitters	france	male	1.1300	0.4570	0.8890		1.1180	0.9650	48/XL
-40	urbanoutfitters	germany	male	0.8760	0.3300	0.8000		0.8640	0.7110	39/XS
-20	urbanoutfitters	germany	male	0.9270	0.3620	0.8190		0.9140	0.7620	41/S
0	urbanoutfitters	germany	male	0.9780	0.3940	0.8380		0.9650	0.8130	43/M
20	urbanoutfitters	germany	male	1.0540	0.4250	0.8640		1.0410	0.8890	45,47/L
40	urbanoutfitters	germany	male	1.1300	0.4570	0.8890		1.1180	0.9650	48/XL
-40	urbanoutfitters	uk	male	0.8760	0.3300	0.8000		0.8640	0.7110	28/XS
-20	urbanoutfitters	uk	male	0.9270	0.3620	0.8190		0.9140	0.7620	30/S
0	urbanoutfitters	uk	male	0.9780	0.3940	0.8380		0.9650	0.8130	32/M
20	urbanoutfitters	uk	male	1.0540	0.4250	0.8640		1.0410	0.8890	34,36/L
40	urbanoutfitters	uk	male	1.1300	0.4570	0.8890		1.1180	0.9650	38/XL
-40	urbanoutfitters	japan	male	0.8760	0.3300	0.8000		0.8640	0.7110	71/XS
-20	urbanoutfitters	japan	male	0.9270	0.3620	0.8190		0.9140	0.7620	76/S
0	urbanoutfitters	japan	male	0.9780	0.3940	0.8380		0.9650	0.8130	81/M
20	urbanoutfitters	japan	male	1.0540	0.4250	0.8640		1.0410	0.8890	86,91/L
40	urbanoutfitters	japan	male	1.1300	0.4570	0.8890		1.1180	0.9650	97/XL
-40	urbanoutfitters	russia	male	0.8760	0.3300	0.8000		0.8640	0.7110	36/XS
-20	urbanoutfitters	russia	male	0.9270	0.3620	0.8190		0.9140	0.7620	38/S
0	urbanoutfitters	russia	male	0.9780	0.3940	0.8380		0.9650	0.8130	41/M
20	urbanoutfitters	russia	male	1.0540	0.4250	0.8640		1.0410	0.8890	43,46/L
40	urbanoutfitters	russia	male	1.1300	0.4570	0.8890		1.1180	0.9650	48/XL
-40	uttamboutique	europe	female	0.8100					0.6600	36/S
-20	uttamboutique	europe	female	0.8600					0.6850	38/S,M
0	uttamboutique	europe	female	0.9150					0.7350	40/M,L
20	uttamboutique	europe	female	0.9650					0.7850	42/L
40	uttamboutique	europe	female	1.0150					0.8350	44
-40	uttamboutique	us	female	0.8100					0.6600	4/S
-20	uttamboutique	us	female	0.8600					0.6850	6/S,M
0	uttamboutique	us	female	0.9150					0.7350	7/M,L
20	uttamboutique	us	female	0.9650					0.7850	10/L
40	uttamboutique	us	female	1.0150					0.8350	12
-40	uttamboutique	uk	female	0.8100					0.6600	8/S
-20	uttamboutique	uk	female	0.8600					0.6850	10/S,M
0	uttamboutique	uk	female	0.9150					0.7350	12/M,L
20	uttamboutique	uk	female	0.9650					0.7850	14/L
40	uttamboutique	uk	female	1.0150					0.8350	16
-60	whistles	australia	female	0.7900		0.6230				06/XS
-40	whistles	australia	female	0.8200		0.6260				08/S
-20	whistles	australia	female	0.8600		0.6300				10/M
0	whistles	australia	female	0.9100		0.6350				12/M
20	whistles	australia	female	0.9600		0.6400				14/L
40	whistles	australia	female	1.0100		0.6450				16/L
-60	whistles	italy	female	0.7900		0.6230				38/XS
-40	whistles	italy	female	0.8200		0.6260				40/S
-20	whistles	italy	female	0.8600		0.6300				42/M
0	whistles	italy	female	0.9100		0.6350				44/M
20	whistles	italy	female	0.9600		0.6400				46/L
40	whistles	italy	female	1.0100		0.6450				48/L
-60	whistles	us	female	0.7900		0.6230				2/XS
-40	whistles	us	female	0.8200		0.6260				4/S
-20	whistles	us	female	0.8600		0.6300				6/M
0	whistles	us	female	0.9100		0.6350				8/M
20	whistles	us	female	0.9600		0.6400				10/L
40	whistles	us	female	1.0100		0.6450				12/L
-60	whistles	france	female	0.7900		0.6230				34/XS
-40	whistles	france	female	0.8200		0.6260				36/S
-20	whistles	france	female	0.8600		0.6300				38/M
0	whistles	france	female	0.9100		0.6350				40/M
20	whistles	france	female	0.9600		0.6400				42/L
40	whistles	france	female	1.0100		0.6450				44/L
-60	whistles	uk	female	0.7900		0.6230				6/XS
-40	whistles	uk	female	0.8200		0.6260				8/S
-20	whistles	uk	female	0.8600		0.6300				10/M
0	whistles	uk	female	0.9100		0.6350				12/M
20	whistles	uk	female	0.9600		0.6400				14/L
40	whistles	uk	female	1.0100		0.6450				16/L
-60	whitestuff	uk	female	0.8100					0.6100	6
-40	whitestuff	uk	female	0.8300					0.6300	8
-20	whitestuff	uk	female	0.8800					0.6800	10
0	whitestuff	uk	female	0.9300					0.7300	12
20	whitestuff	uk	female	0.9800					0.7800	14
40	whitestuff	uk	female	1.0300					0.8300	16
60	whitestuff	uk	female	1.0800					0.8800	18
-60	whitestuff	uk	male	0.9500					0.7550	XS
-40	whitestuff	uk	male	0.9750					0.7750	S
-20	whitestuff	uk	male	1.0200					0.8250	M
0	whitestuff	uk	male	1.0700					0.8750	L
20	whitestuff	uk	male	1.1200					0.9250	XL
40	whitestuff	uk	male	1.1700					0.9750	XXL
-40	yumi	europe	female	0.8100					0.6600	36/S
-20	yumi	europe	female	0.8600					0.6850	38/S,M
0	yumi	europe	female	0.9150					0.7350	40/M,L
20	yumi	europe	female	0.9650					0.7850	42/L
40	yumi	europe	female	1.0150					0.8350	44
-40	yumi	us	female	0.8100					0.6600	4/S
-20	yumi	us	female	0.8600					0.6850	6/S,M
0	yumi	us	female	0.9150					0.7350	7/M,L
20	yumi	us	female	0.9650					0.7850	10/L
40	yumi	us	female	1.0150					0.8350	12
-40	yumi	uk	female	0.8100					0.6600	8/S
-20	yumi	uk	female	0.8600					0.6850	10/S,M
0	yumi	uk	female	0.9150					0.7350	12/M,L
20	yumi	uk	female	0.9650					0.7850	14/L
40	yumi	uk	female	1.0150					0.8350	16
